train_order,algorithm,features,n_features,train_time,mem_max,roc_auc,f1,accuracy,confusion_matrix
31,"VotingClassifier(estimators=[('e1',
                              XGBClassifier(base_score=None, booster=None,
                                            colsample_bylevel=None,
                                            colsample_bynode=None,
                                            colsample_bytree=None,
                                            enable_categorical=False,
                                            eval_metric='mlogloss', gamma=None,
                                            gpu_id=None, importance_type=None,
                                            interaction_constraints=None,
                                            learning_rate=None,
                                            max_delta_step=None, max_depth=None,
                                            min_child_weight=None, missing=...
                                            monotone_constraints=None,
                                            n_estimators=100, n_jobs=None,
                                            num_parallel_tree=None,
                                            predictor=None, random_state=None,
                                            reg_alpha=None, reg_lambda=None,
                                            scale_pos_weight=None,
                                            subsample=None, tree_method=None,
                                            use_label_encoder=False,
                                            validate_parameters=None,
                                            verbosity=None)),
                             ('e2', HistGradientBoostingClassifier()),
                             ('e3', RandomForestClassifier(n_jobs=-1))],
                 n_jobs=-1)","('4284', '4275', '4274', '4253', '4251', '4247', '4196', '4195', '4180', '4169', '4163', '4155', '4135', '4029', '4015', '3968', '3930', '3897', '3892', '3890', '3884', '3848', '3847', '3846', '3845', '3835', '3793', '3781', '3780', '3774', '3720', '3674', '3653', '3616', '3611', '3574', '3530', '3519', '3430', '3414', '3411', '3337', '3323', '3320', '3279', '3267', '3265', '3257', '3255', '3214', '3211', '3158', '3143', '3125', '3122', '3107', '3081', '3066', '3058', '3045', '3040', '3027', '3026', '3025', '3021', '2972', '2920', '2900', '2876', '2873', '2849', '2806', '2765', '2737', '2720', '2719', '2708', '2678', '2657', '2596', '2519', '2363', '2338', '2332', '2331', '2325', '2322', '2182', '2179', '2153', '2130', '2119', '2115', '2106', '2094', '2092', '2080', '2060', '1989', '1978', '1975', '1970', '1919', '1862', '1853', '1852', '1834', '1805', '1796', '1782', '1738', '1688', '1667', '1653', '1639', '1620', '1590', '1565', '1551', '1537', '1491', '1482', '1479', '1466', '1449', '1435', '1428', '1384', '1374', '1365', '1355', '1283', '1244', '1210', '1200', '1194', '1178', '1150', '1148', '1095', '1012', '998', '970', '956', '946', '916', '871', '851', '850', '844', '808', '798', '791', '719', '701', '698', '666', '662', '635', '615', '599', '578', '551', '543', '540', '511', '498', '480', '422', '419', '412', '406', '404', '384', '368', '363', '327', '8', 'Unnamed: 0')",179,391.14749029999984,2446.296875,0.9234977009671794,0.7785234899328859,0.8337531486146096,"[[215  23]
 [ 43 116]]"
8,"XGBClassifier(base_score=None, booster=None, colsample_bylevel=None,
              colsample_bynode=None, colsample_bytree=None,
              enable_categorical=False, eval_metric='mlogloss', gamma=None,
              gpu_id=None, importance_type=None, interaction_constraints=None,
              learning_rate=None, max_delta_step=None, max_depth=None,
              min_child_weight=None, missing=nan, monotone_constraints=None,
              n_estimators=100, n_jobs=None, num_parallel_tree=None,
              predictor=None, random_state=None, reg_alpha=None,
              reg_lambda=None, scale_pos_weight=None, subsample=None,
              tree_method=None, use_label_encoder=False,
              validate_parameters=None, verbosity=None)","('4284', '4275', '4274', '4253', '4251', '4247', '4196', '4195', '4180', '4169', '4163', '4155', '4135', '4029', '4015', '3968', '3930', '3897', '3892', '3890', '3884', '3848', '3847', '3846', '3845', '3835', '3793', '3781', '3780', '3774', '3720', '3674', '3653', '3616', '3611', '3574', '3530', '3519', '3451', '3430', '3414', '3411', '3337', '3323', '3320', '3279', '3267', '3265', '3257', '3255', '3214', '3211', '3158', '3145', '3143', '3125', '3122', '3107', '3081', '3066', '3058', '3045', '3040', '3034', '3027', '3026', '3025', '3021', '2972', '2925', '2920', '2900', '2876', '2873', '2849', '2828', '2806', '2765', '2737', '2720', '2719', '2708', '2678', '2657', '2598', '2596', '2519', '2500', '2363', '2338', '2332', '2331', '2325', '2322', '2182', '2179', '2153', '2130', '2119', '2115', '2106', '2094', '2092', '2080', '2060', '1989', '1978', '1975', '1970', '1919', '1862', '1853', '1852', '1834', '1805', '1796', '1782', '1738', '1688', '1667', '1653', '1639', '1620', '1590', '1565', '1551', '1537', '1491', '1482', '1479', '1466', '1449', '1437', '1435', '1428', '1384', '1374', '1365', '1355', '1283', '1244', '1232', '1210', '1200', '1194', '1178', '1150', '1148', '1095', '1078', '1025', '1012', '998', '970', '965', '956', '946', '916', '915', '902', '871', '851', '850', '844', '808', '798', '791', '719', '701', '698', '666', '662', '635', '623', '615', '599', '578', '551', '543', '540', '511', '498', '480', '422', '419', '412', '406', '404', '384', '368', '363', '327', '24', '8', 'Unnamed: 0')",195,241.86411799999996,2297.09375,0.9229163363458591,0.8120805369127517,0.8589420654911839,"[[220  18]
 [ 38 121]]"
14,"StackingClassifier(estimators=[('e1',
                                XGBClassifier(base_score=None, booster=None,
                                              colsample_bylevel=None,
                                              colsample_bynode=None,
                                              colsample_bytree=None,
                                              enable_categorical=False,
                                              eval_metric='mlogloss',
                                              gamma=None, gpu_id=None,
                                              importance_type=None,
                                              interaction_constraints=None,
                                              learning_rate=None,
                                              max_delta_step=None,
                                              max_depth=None,
                                              min_child_weight=None,
                                              missin...
                                              monotone_constraints=None,
                                              n_estimators=100, n_jobs=None,
                                              num_parallel_tree=None,
                                              predictor=None, random_state=None,
                                              reg_alpha=None, reg_lambda=None,
                                              scale_pos_weight=None,
                                              subsample=None, tree_method=None,
                                              use_label_encoder=False,
                                              validate_parameters=None,
                                              verbosity=None)),
                               ('e2', HistGradientBoostingClassifier()),
                               ('e3', RandomForestClassifier(n_jobs=-1))],
                   n_jobs=-1)","('4284', '4275', '4274', '4253', '4251', '4247', '4196', '4195', '4180', '4169', '4163', '4155', '4135', '4029', '4015', '3968', '3930', '3897', '3892', '3890', '3884', '3848', '3847', '3846', '3845', '3835', '3793', '3781', '3780', '3774', '3720', '3674', '3653', '3616', '3611', '3574', '3530', '3519', '3451', '3430', '3414', '3411', '3337', '3323', '3320', '3279', '3267', '3265', '3257', '3255', '3214', '3211', '3158', '3145', '3143', '3125', '3122', '3107', '3081', '3066', '3058', '3045', '3040', '3034', '3027', '3026', '3025', '3021', '2972', '2925', '2920', '2900', '2876', '2873', '2849', '2828', '2806', '2765', '2737', '2720', '2719', '2708', '2678', '2657', '2598', '2596', '2519', '2500', '2363', '2338', '2332', '2331', '2325', '2322', '2182', '2179', '2153', '2130', '2119', '2115', '2106', '2094', '2092', '2080', '2060', '1989', '1978', '1975', '1970', '1919', '1862', '1853', '1852', '1834', '1805', '1796', '1782', '1738', '1688', '1667', '1653', '1639', '1620', '1590', '1565', '1551', '1537', '1491', '1482', '1479', '1466', '1449', '1437', '1435', '1428', '1384', '1374', '1365', '1355', '1283', '1244', '1232', '1210', '1200', '1194', '1178', '1150', '1148', '1095', '1078', '1025', '1012', '998', '970', '965', '956', '946', '916', '915', '902', '871', '851', '850', '844', '808', '798', '791', '719', '701', '698', '666', '662', '635', '623', '615', '599', '578', '551', '543', '540', '511', '498', '480', '422', '419', '412', '406', '404', '384', '368', '363', '327', '24', '8', 'Unnamed: 0')",195,5863.2953989,2441.29296875,0.9197981079224142,0.8193548387096774,0.8589420654911839,"[[214  24]
 [ 32 127]]"
32,"VotingClassifier(estimators=[('e1',
                              XGBClassifier(base_score=None, booster=None,
                                            colsample_bylevel=None,
                                            colsample_bynode=None,
                                            colsample_bytree=None,
                                            enable_categorical=False,
                                            eval_metric='mlogloss', gamma=None,
                                            gpu_id=None, importance_type=None,
                                            interaction_constraints=None,
                                            learning_rate=None,
                                            max_delta_step=None, max_depth=None,
                                            min_child_weight=None, missing=...
                                            monotone_constraints=None,
                                            n_estimators=100, n_jobs=None,
                                            num_parallel_tree=None,
                                            predictor=None, random_state=None,
                                            reg_alpha=None, reg_lambda=None,
                                            scale_pos_weight=None,
                                            subsample=None, tree_method=None,
                                            use_label_encoder=False,
                                            validate_parameters=None,
                                            verbosity=None)),
                             ('e2', HistGradientBoostingClassifier()),
                             ('e3', RandomForestClassifier(n_jobs=-1))],
                 n_jobs=-1)","('4284', '4275', '4274', '4253', '4251', '4247', '4195', '4180', '4169', '4163', '4155', '4029', '4015', '3968', '3930', '3897', '3892', '3890', '3884', '3848', '3846', '3845', '3835', '3793', '3780', '3774', '3720', '3674', '3653', '3611', '3574', '3530', '3519', '3451', '3430', '3414', '3411', '3337', '3323', '3320', '3279', '3267', '3265', '3257', '3255', '3211', '3158', '3145', '3143', '3125', '3122', '3107', '3081', '3066', '3058', '3045', '3040', '3034', '3026', '3021', '2972', '2900', '2876', '2873', '2849', '2828', '2806', '2765', '2737', '2720', '2719', '2708', '2678', '2657', '2598', '2596', '2519', '2500', '2363', '2338', '2332', '2331', '2325', '2322', '2182', '2179', '2153', '2130', '2119', '2115', '2106', '2094', '2092', '2080', '2060', '1989', '1975', '1970', '1919', '1862', '1853', '1852', '1834', '1796', '1782', '1738', '1688', '1667', '1653', '1639', '1620', '1590', '1565', '1551', '1537', '1491', '1482', '1479', '1466', '1449', '1437', '1435', '1428', '1384', '1374', '1365', '1355', '1283', '1244', '1232', '1210', '1200', '1194', '1178', '1150', '1078', '1025', '970', '965', '956', '946', '916', '915', '902', '871', '851', '850', '844', '808', '798', '719', '701', '698', '666', '662', '635', '623', '615', '599', '578', '551', '543', '540', '511', '498', '480', '422', '419', '406', '404', '384', '368', '363', '327', '24', '8', 'Unnamed: 0')",177,390.93027580000125,2453.3828125,0.9197584694255061,0.7946127946127945,0.8463476070528967,"[[218  20]
 [ 41 118]]"
29,"VotingClassifier(estimators=[('e1',
                              XGBClassifier(base_score=None, booster=None,
                                            colsample_bylevel=None,
                                            colsample_bynode=None,
                                            colsample_bytree=None,
                                            enable_categorical=False,
                                            eval_metric='mlogloss', gamma=None,
                                            gpu_id=None, importance_type=None,
                                            interaction_constraints=None,
                                            learning_rate=None,
                                            max_delta_step=None, max_depth=None,
                                            min_child_weight=None, missing=...
                                            monotone_constraints=None,
                                            n_estimators=100, n_jobs=None,
                                            num_parallel_tree=None,
                                            predictor=None, random_state=None,
                                            reg_alpha=None, reg_lambda=None,
                                            scale_pos_weight=None,
                                            subsample=None, tree_method=None,
                                            use_label_encoder=False,
                                            validate_parameters=None,
                                            verbosity=None)),
                             ('e2', HistGradientBoostingClassifier()),
                             ('e3', RandomForestClassifier(n_jobs=-1))],
                 n_jobs=-1)","('4284', '4275', '4274', '4253', '4251', '4247', '4196', '4195', '4180', '4169', '4163', '4155', '4135', '4029', '4015', '3968', '3930', '3897', '3892', '3890', '3848', '3847', '3846', '3835', '3793', '3781', '3780', '3774', '3720', '3653', '3616', '3611', '3574', '3530', '3519', '3451', '3430', '3414', '3411', '3337', '3323', '3320', '3279', '3267', '3265', '3257', '3255', '3211', '3158', '3125', '3122', '3107', '3081', '3045', '3034', '3027', '3026', '3025', '3021', '2972', '2925', '2920', '2900', '2876', '2849', '2828', '2806', '2765', '2737', '2720', '2719', '2708', '2678', '2657', '2598', '2596', '2519', '2500', '2363', '2338', '2332', '2331', '2325', '2322', '2182', '2179', '2153', '2130', '2119', '2115', '2106', '2094', '2092', '2080', '2060', '1989', '1978', '1975', '1970', '1862', '1853', '1852', '1834', '1796', '1782', '1738', '1688', '1667', '1653', '1639', '1620', '1590', '1551', '1491', '1482', '1479', '1466', '1449', '1437', '1435', '1384', '1374', '1365', '1244', '1210', '1200', '1178', '1150', '1148', '1095', '1078', '1025', '1012', '998', '970', '965', '946', '916', '915', '902', '871', '851', '850', '844', '808', '798', '719', '701', '666', '662', '623', '615', '599', '551', '543', '540', '511', '498', '422', '419', '412', '406', '404', '384', '368', '363', '327', '24', '8', 'Unnamed: 0')",170,508.1431045999998,2430.1015625,0.9196527667670842,0.7876712328767123,0.8438287153652393,"[[220  18]
 [ 44 115]]"
11,HistGradientBoostingClassifier(),"('4284', '4275', '4274', '4253', '4251', '4247', '4196', '4195', '4180', '4169', '4163', '4155', '4135', '4029', '4015', '3968', '3930', '3897', '3892', '3890', '3884', '3848', '3847', '3846', '3845', '3835', '3793', '3781', '3780', '3774', '3720', '3674', '3653', '3616', '3611', '3574', '3530', '3519', '3451', '3430', '3414', '3411', '3337', '3323', '3320', '3279', '3267', '3265', '3257', '3255', '3214', '3211', '3158', '3145', '3143', '3125', '3122', '3107', '3081', '3066', '3058', '3045', '3040', '3034', '3027', '3026', '3025', '3021', '2972', '2925', '2920', '2900', '2876', '2873', '2849', '2828', '2806', '2765', '2737', '2720', '2719', '2708', '2678', '2657', '2598', '2596', '2519', '2500', '2363', '2338', '2332', '2331', '2325', '2322', '2182', '2179', '2153', '2130', '2119', '2115', '2106', '2094', '2092', '2080', '2060', '1989', '1978', '1975', '1970', '1919', '1862', '1853', '1852', '1834', '1805', '1796', '1782', '1738', '1688', '1667', '1653', '1639', '1620', '1590', '1565', '1551', '1537', '1491', '1482', '1479', '1466', '1449', '1437', '1435', '1428', '1384', '1374', '1365', '1355', '1283', '1244', '1232', '1210', '1200', '1194', '1178', '1150', '1148', '1095', '1078', '1025', '1012', '998', '970', '965', '956', '946', '916', '915', '902', '871', '851', '850', '844', '808', '798', '791', '719', '701', '698', '666', '662', '635', '623', '615', '599', '578', '551', '543', '540', '511', '498', '480', '422', '419', '412', '406', '404', '384', '368', '363', '327', '24', '8', 'Unnamed: 0')",195,720.4899338999999,2335.3046875,0.9187675070028011,0.7796610169491526,0.836272040302267,"[[217  21]
 [ 44 115]]"
37,"VotingClassifier(estimators=[('e1',
                              XGBClassifier(base_score=None, booster=None,
                                            colsample_bylevel=None,
                                            colsample_bynode=None,
                                            colsample_bytree=None,
                                            enable_categorical=False,
                                            eval_metric='mlogloss', gamma=None,
                                            gpu_id=None, importance_type=None,
                                            interaction_constraints=None,
                                            learning_rate=None,
                                            max_delta_step=None, max_depth=None,
                                            min_child_weight=None, missing=...
                                            monotone_constraints=None,
                                            n_estimators=100, n_jobs=None,
                                            num_parallel_tree=None,
                                            predictor=None, random_state=None,
                                            reg_alpha=None, reg_lambda=None,
                                            scale_pos_weight=None,
                                            subsample=None, tree_method=None,
                                            use_label_encoder=False,
                                            validate_parameters=None,
                                            verbosity=None)),
                             ('e2', HistGradientBoostingClassifier()),
                             ('e3', RandomForestClassifier(n_jobs=-1))],
                 n_jobs=-1)","('4275', '4251', '4247', '4196', '4195', '4180', '4169', '4163', '4155', '4135', '4029', '4015', '3968', '3897', '3892', '3890', '3848', '3847', '3846', '3845', '3835', '3793', '3781', '3780', '3720', '3674', '3653', '3611', '3574', '3530', '3519', '3451', '3430', '3414', '3337', '3323', '3320', '3279', '3267', '3265', '3257', '3255', '3214', '3211', '3158', '3145', '3143', '3125', '3122', '3107', '3081', '3066', '3058', '3045', '3040', '3034', '3027', '3025', '3021', '2925', '2920', '2900', '2876', '2873', '2849', '2806', '2765', '2737', '2708', '2678', '2657', '2598', '2596', '2519', '2500', '2363', '2338', '2332', '2331', '2325', '2322', '2179', '2153', '2130', '2119', '2115', '2106', '2094', '2092', '2080', '2060', '1989', '1978', '1975', '1919', '1862', '1853', '1852', '1834', '1805', '1796', '1738', '1688', '1667', '1653', '1639', '1620', '1590', '1565', '1551', '1537', '1491', '1482', '1479', '1466', '1449', '1437', '1435', '1428', '1384', '1374', '1365', '1355', '1283', '1232', '1210', '1194', '1178', '1150', '1148', '1078', '1025', '1012', '998', '970', '956', '946', '916', '915', '902', '871', '851', '850', '844', '808', '719', '701', '698', '666', '662', '635', '623', '615', '599', '578', '551', '543', '540', '511', '498', '480', '422', '419', '412', '406', '368', '363', '327', '24', '8', 'Unnamed: 0')",171,272.0268503999996,2505.625,0.9177501189154909,0.782312925170068,0.8387909319899244,"[[218  20]
 [ 44 115]]"
4,RandomForestClassifier(n_jobs=-1),"('4284', '4275', '4274', '4253', '4251', '4247', '4196', '4195', '4180', '4169', '4163', '4155', '4135', '4029', '4015', '3968', '3930', '3897', '3892', '3890', '3884', '3848', '3847', '3846', '3845', '3835', '3793', '3781', '3780', '3774', '3720', '3674', '3653', '3616', '3611', '3574', '3530', '3519', '3451', '3430', '3414', '3411', '3337', '3323', '3320', '3279', '3267', '3265', '3257', '3255', '3214', '3211', '3158', '3145', '3143', '3125', '3122', '3107', '3081', '3066', '3058', '3045', '3040', '3034', '3027', '3026', '3025', '3021', '2972', '2925', '2920', '2900', '2876', '2873', '2849', '2828', '2806', '2765', '2737', '2720', '2719', '2708', '2678', '2657', '2598', '2596', '2519', '2500', '2363', '2338', '2332', '2331', '2325', '2322', '2182', '2179', '2153', '2130', '2119', '2115', '2106', '2094', '2092', '2080', '2060', '1989', '1978', '1975', '1970', '1919', '1862', '1853', '1852', '1834', '1805', '1796', '1782', '1738', '1688', '1667', '1653', '1639', '1620', '1590', '1565', '1551', '1537', '1491', '1482', '1479', '1466', '1449', '1437', '1435', '1428', '1384', '1374', '1365', '1355', '1283', '1244', '1232', '1210', '1200', '1194', '1178', '1150', '1148', '1095', '1078', '1025', '1012', '998', '970', '965', '956', '946', '916', '915', '902', '871', '851', '850', '844', '808', '798', '791', '719', '701', '698', '666', '662', '635', '623', '615', '599', '578', '551', '543', '540', '511', '498', '480', '422', '419', '412', '406', '404', '384', '368', '363', '327', '24', '8', 'Unnamed: 0')",195,158.19157129999996,2160.40234375,0.9167459436604832,0.8066666666666666,0.853904282115869,"[[218  20]
 [ 38 121]]"
25,"VotingClassifier(estimators=[('e1',
                              XGBClassifier(base_score=None, booster=None,
                                            colsample_bylevel=None,
                                            colsample_bynode=None,
                                            colsample_bytree=None,
                                            enable_categorical=False,
                                            eval_metric='mlogloss', gamma=None,
                                            gpu_id=None, importance_type=None,
                                            interaction_constraints=None,
                                            learning_rate=None,
                                            max_delta_step=None, max_depth=None,
                                            min_child_weight=None, missing=...
                                            monotone_constraints=None,
                                            n_estimators=100, n_jobs=None,
                                            num_parallel_tree=None,
                                            predictor=None, random_state=None,
                                            reg_alpha=None, reg_lambda=None,
                                            scale_pos_weight=None,
                                            subsample=None, tree_method=None,
                                            use_label_encoder=False,
                                            validate_parameters=None,
                                            verbosity=None)),
                             ('e2', HistGradientBoostingClassifier()),
                             ('e3', RandomForestClassifier(n_jobs=-1))],
                 n_jobs=-1)","('4284', '4275', '4274', '4253', '4251', '4247', '4196', '4195', '4180', '4169', '4163', '4155', '4135', '4029', '4015', '3968', '3930', '3897', '3892', '3890', '3884', '3848', '3847', '3845', '3835', '3793', '3781', '3780', '3774', '3720', '3674', '3653', '3616', '3611', '3574', '3519', '3451', '3430', '3411', '3337', '3323', '3320', '3279', '3267', '3255', '3214', '3158', '3145', '3143', '3125', '3122', '3107', '3081', '3066', '3058', '3045', '3027', '3026', '3025', '2972', '2920', '2900', '2876', '2873', '2849', '2828', '2765', '2737', '2720', '2719', '2708', '2678', '2657', '2598', '2596', '2519', '2500', '2363', '2338', '2325', '2182', '2179', '2153', '2119', '2115', '2106', '2094', '2092', '2080', '1989', '1978', '1975', '1970', '1919', '1862', '1853', '1852', '1834', '1805', '1796', '1738', '1667', '1653', '1639', '1620', '1590', '1565', '1551', '1537', '1491', '1482', '1479', '1466', '1449', '1437', '1435', '1428', '1374', '1365', '1355', '1283', '1244', '1232', '1210', '1200', '1194', '1178', '1150', '1148', '1095', '1025', '1012', '998', '970', '965', '956', '946', '916', '915', '902', '871', '851', '850', '844', '808', '798', '791', '719', '701', '698', '666', '662', '623', '615', '599', '578', '551', '543', '540', '511', '498', '480', '422', '419', '412', '406', '404', '384', '368', '363', '327', '24', '8', 'Unnamed: 0')",174,339.6883283999996,2413.12890625,0.9159928122192272,0.7755102040816326,0.8337531486146096,"[[217  21]
 [ 45 114]]"
23,GradientBoostingClassifier(),"('4284', '4274', '4253', '4251', '4247', '4196', '4195', '4180', '4169', '4163', '4155', '4135', '4015', '3968', '3930', '3897', '3892', '3890', '3884', '3848', '3847', '3845', '3835', '3793', '3780', '3774', '3720', '3674', '3653', '3616', '3611', '3574', '3530', '3519', '3451', '3430', '3414', '3411', '3337', '3323', '3320', '3279', '3267', '3265', '3214', '3211', '3158', '3145', '3143', '3125', '3122', '3107', '3081', '3058', '3045', '3040', '3034', '3027', '3025', '3021', '2972', '2925', '2920', '2900', '2876', '2873', '2849', '2806', '2765', '2737', '2719', '2678', '2657', '2596', '2519', '2500', '2363', '2338', '2332', '2331', '2325', '2322', '2182', '2179', '2153', '2130', '2119', '2115', '2106', '2094', '2092', '2060', '1978', '1975', '1970', '1919', '1862', '1853', '1852', '1834', '1805', '1796', '1738', '1688', '1639', '1620', '1590', '1565', '1551', '1491', '1479', '1466', '1449', '1435', '1428', '1384', '1374', '1355', '1283', '1244', '1232', '1210', '1200', '1194', '1178', '1150', '1148', '1095', '1078', '1025', '1012', '998', '970', '965', '956', '946', '916', '915', '902', '871', '851', '844', '808', '798', '791', '719', '698', '666', '635', '623', '615', '599', '578', '551', '543', '540', '511', '498', '480', '422', '419', '412', '406', '404', '384', '368', '363', '327', '24', 'Unnamed: 0')",170,39.31542350000018,2350.83203125,0.9147111674858622,0.7741935483870968,0.8413098236775819,"[[226  12]
 [ 51 108]]"
10,GradientBoostingClassifier(),"('4284', '4275', '4274', '4253', '4251', '4247', '4196', '4195', '4180', '4169', '4163', '4155', '4135', '4029', '4015', '3968', '3930', '3897', '3892', '3890', '3884', '3848', '3847', '3846', '3845', '3835', '3793', '3781', '3780', '3774', '3720', '3674', '3653', '3616', '3611', '3574', '3530', '3519', '3451', '3430', '3414', '3411', '3337', '3323', '3320', '3279', '3267', '3265', '3257', '3255', '3214', '3211', '3158', '3145', '3143', '3125', '3122', '3107', '3081', '3066', '3058', '3045', '3040', '3034', '3027', '3026', '3025', '3021', '2972', '2925', '2920', '2900', '2876', '2873', '2849', '2828', '2806', '2765', '2737', '2720', '2719', '2708', '2678', '2657', '2598', '2596', '2519', '2500', '2363', '2338', '2332', '2331', '2325', '2322', '2182', '2179', '2153', '2130', '2119', '2115', '2106', '2094', '2092', '2080', '2060', '1989', '1978', '1975', '1970', '1919', '1862', '1853', '1852', '1834', '1805', '1796', '1782', '1738', '1688', '1667', '1653', '1639', '1620', '1590', '1565', '1551', '1537', '1491', '1482', '1479', '1466', '1449', '1437', '1435', '1428', '1384', '1374', '1365', '1355', '1283', '1244', '1232', '1210', '1200', '1194', '1178', '1150', '1148', '1095', '1078', '1025', '1012', '998', '970', '965', '956', '946', '916', '915', '902', '871', '851', '850', '844', '808', '798', '791', '719', '701', '698', '666', '662', '635', '623', '615', '599', '578', '551', '543', '540', '511', '498', '480', '422', '419', '412', '406', '404', '384', '368', '363', '327', '24', '8', 'Unnamed: 0')",195,57.58816819999993,2308.390625,0.9109322974472808,0.7986111111111112,0.853904282115869,"[[224  14]
 [ 44 115]]"
16,"XGBClassifier(base_score=None, booster=None, colsample_bylevel=None,
              colsample_bynode=None, colsample_bytree=None,
              enable_categorical=False, eval_metric='mlogloss', gamma=None,
              gpu_id=None, importance_type=None, interaction_constraints=None,
              learning_rate=None, max_delta_step=None, max_depth=None,
              min_child_weight=None, missing=nan, monotone_constraints=None,
              n_estimators=100, n_jobs=None, num_parallel_tree=None,
              predictor=None, random_state=None, reg_alpha=None,
              reg_lambda=None, scale_pos_weight=None, subsample=None,
              tree_method=None, use_label_encoder=False,
              validate_parameters=None, verbosity=None)","('4284', '4275', '4274', '4253', '4251', '4247', '4196', '4195', '4180', '4169', '4163', '4155', '4135', '4029', '4015', '3968', '3930', '3897', '3892', '3890', '3848', '3847', '3846', '3845', '3835', '3793', '3780', '3774', '3720', '3674', '3653', '3616', '3611', '3574', '3530', '3519', '3430', '3411', '3337', '3320', '3279', '3267', '3265', '3257', '3211', '3158', '3145', '3125', '3122', '3107', '3081', '3066', '3058', '3045', '3040', '3034', '3027', '3025', '3021', '2972', '2925', '2920', '2900', '2876', '2873', '2849', '2828', '2806', '2720', '2719', '2678', '2657', '2598', '2596', '2519', '2500', '2363', '2338', '2332', '2331', '2325', '2322', '2182', '2179', '2153', '2119', '2115', '2106', '2080', '2060', '1989', '1978', '1975', '1970', '1919', '1862', '1853', '1852', '1834', '1805', '1796', '1782', '1738', '1667', '1653', '1639', '1620', '1590', '1551', '1537', '1482', '1479', '1466', '1449', '1437', '1435', '1428', '1384', '1374', '1365', '1355', '1283', '1244', '1232', '1210', '1200', '1150', '1148', '1095', '1078', '1025', '1012', '998', '970', '965', '956', '946', '916', '915', '902', '850', '844', '808', '798', '791', '719', '701', '698', '666', '662', '635', '623', '615', '599', '578', '551', '543', '540', '511', '498', '480', '422', '419', '412', '404', '384', '368', '363', '327', '24', '8', 'Unnamed: 0')",172,101.93375630000082,2398.05078125,0.9088182442788435,0.7697594501718213,0.8312342569269522,"[[218  20]
 [ 47 112]]"
1,SVC(probability=True),"('4284', '4275', '4274', '4253', '4251', '4247', '4196', '4195', '4180', '4169', '4163', '4155', '4135', '4029', '4015', '3968', '3930', '3897', '3892', '3890', '3884', '3848', '3847', '3846', '3845', '3835', '3793', '3781', '3780', '3774', '3720', '3674', '3653', '3616', '3611', '3574', '3530', '3519', '3451', '3430', '3414', '3411', '3337', '3323', '3320', '3279', '3267', '3265', '3257', '3255', '3214', '3211', '3158', '3145', '3143', '3125', '3122', '3107', '3081', '3066', '3058', '3045', '3040', '3034', '3027', '3026', '3025', '3021', '2972', '2925', '2920', '2900', '2876', '2873', '2849', '2828', '2806', '2765', '2737', '2720', '2719', '2708', '2678', '2657', '2598', '2596', '2519', '2500', '2363', '2338', '2332', '2331', '2325', '2322', '2182', '2179', '2153', '2130', '2119', '2115', '2106', '2094', '2092', '2080', '2060', '1989', '1978', '1975', '1970', '1919', '1862', '1853', '1852', '1834', '1805', '1796', '1782', '1738', '1688', '1667', '1653', '1639', '1620', '1590', '1565', '1551', '1537', '1491', '1482', '1479', '1466', '1449', '1437', '1435', '1428', '1384', '1374', '1365', '1355', '1283', '1244', '1232', '1210', '1200', '1194', '1178', '1150', '1148', '1095', '1078', '1025', '1012', '998', '970', '965', '956', '946', '916', '915', '902', '871', '851', '850', '844', '808', '798', '791', '719', '701', '698', '666', '662', '635', '623', '615', '599', '578', '551', '543', '540', '511', '498', '480', '422', '419', '412', '406', '404', '384', '368', '363', '327', '24', '8', 'Unnamed: 0')",195,135.34810300000004,1866.0234375,0.9067438296073146,0.779552715654952,0.8261964735516373,"[[206  32]
 [ 37 122]]"
24,HistGradientBoostingClassifier(),"('4275', '4274', '4253', '4251', '4247', '4196', '4195', '4180', '4163', '4155', '4029', '4015', '3968', '3930', '3897', '3892', '3890', '3884', '3848', '3847', '3846', '3835', '3793', '3781', '3780', '3720', '3674', '3653', '3616', '3611', '3574', '3530', '3519', '3451', '3430', '3414', '3411', '3337', '3323', '3320', '3279', '3267', '3265', '3257', '3255', '3214', '3211', '3158', '3145', '3143', '3125', '3122', '3107', '3081', '3066', '3058', '3045', '3040', '3034', '3027', '3026', '3025', '3021', '2972', '2925', '2920', '2900', '2876', '2873', '2849', '2828', '2806', '2765', '2737', '2720', '2719', '2708', '2678', '2657', '2598', '2596', '2519', '2500', '2363', '2338', '2332', '2331', '2325', '2322', '2182', '2179', '2153', '2130', '2119', '2115', '2106', '2094', '2092', '2080', '2060', '1989', '1978', '1975', '1970', '1919', '1862', '1853', '1852', '1834', '1805', '1796', '1782', '1738', '1688', '1667', '1653', '1639', '1620', '1590', '1565', '1551', '1537', '1491', '1482', '1479', '1466', '1449', '1437', '1435', '1428', '1384', '1374', '1365', '1355', '1283', '1244', '1232', '1210', '1200', '1194', '1178', '1150', '1148', '1095', '1078', '1025', '1012', '998', '970', '956', '946', '916', '915', '902', '851', '850', '844', '808', '798', '791', '719', '698', '662', '635', '623', '599', '578', '551', '543', '540', '511', '498', '480', '422', '419', '412', '406', '404', '384', '363', '327', '24', '8', 'Unnamed: 0')",184,436.1467045999998,2391.27734375,0.9058057185138206,0.7946127946127945,0.8463476070528967,"[[218  20]
 [ 41 118]]"
