algorithm,features,n_features,train_time,mem_max,roc_auc,f1,accuracy,confusion_matrix
"StackingClassifier(estimators=[('e1', RandomForestClassifier(n_jobs=-1)),
                               ('e2',
                                XGBClassifier(base_score=None, booster=None,
                                              colsample_bylevel=None,
                                              colsample_bynode=None,
                                              colsample_bytree=None,
                                              enable_categorical=False,
                                              eval_metric='mlogloss',
                                              gamma=None, gpu_id=None,
                                              importance_type=None,
                                              interaction_constraints=None,
                                              learning_rate=None,
                                              max_delta_step=None,
                                              max_depth=None,
                                              min_child_weight=None,
                                              missing=nan,
                                              monotone_constraints=None,
                                              n_estimators=100, n_jobs=None,
                                              num_parallel_tree=None,
                                              predictor=None, random_state=None,
                                              reg_alpha=None, reg_lambda=None,
                                              scale_pos_weight=None,
                                              subsample=None, tree_method=None,
                                              use_label_encoder=False,
                                              validate_parameters=None,
                                              verbosity=None)),
                               ('e3', SVC(probability=True))],
                   n_jobs=-1)","('4275', '4274', '4255', '4253', '4251', '4223', '4218', '4195', '4180', '4169', '4163', '4135', '4029', '4016', '3968', '3964', '3902', '3897', '3892', '3890', '3884', '3847', '3845', '3835', '3806', '3793', '3781', '3780', '3737', '3721', '3720', '3719', '3695', '3680', '3653', '3640', '3611', '3559', '3530', '3430', '3417', '3411', '3337', '3320', '3267', '3265', '3258', '3214', '3211', '3145', '3143', '3125', '3124', '3122', '3107', '3081', '3066', '3043', '3042', '3034', '3027', '3026', '3025', '3021', '2972', '2969', '2925', '2920', '2900', '2873', '2872', '2849', '2828', '2787', '2764', '2720', '2719', '2657', '2598', '2596', '2519', '2429', '2403', '2363', '2332', '2325', '2182', '2179', '2155', '2153', '2130', '2115', '2106', '2096', '2094', '2093', '2092', '2080', '2060', '2051', '2045', '1981', '1970', '1919', '1915', '1862', '1852', '1834', '1796', '1782', '1736', '1688', '1667', '1620', '1601', '1590', '1551', '1537', '1479', '1466', '1437', '1418', '1405', '1398', '1377', '1365', '1279', '1270', '1244', '1232', '1210', '1194', '1178', '1150', '1148', '1095', '1025', '1012', '998', '970', '946', '916', '915', '907', '902', '851', '844', '818', '814', '808', '798', '791', '719', '705', '701', '699', '698', '675', '662', '644', '635', '623', '615', '599', '578', '551', '543', '540', '511', '498', '433', '422', '384', '363', '157', '29', '8', 'Unnamed: 0')",178,401.4539386000006,2374.93359375,0.9507689868400191,0.8517350157728706,0.8816120906801007,"[[215  23]
 [ 24 135]]"
"VotingClassifier(estimators=[('e1', RandomForestClassifier(n_jobs=-1)),
                             ('e2',
                              XGBClassifier(base_score=None, booster=None,
                                            colsample_bylevel=None,
                                            colsample_bynode=None,
                                            colsample_bytree=None,
                                            enable_categorical=False,
                                            eval_metric='mlogloss', gamma=None,
                                            gpu_id=None, importance_type=None,
                                            interaction_constraints=None,
                                            learning_rate=None,
                                            max_delta_step=None, max_depth=None,
                                            min_child_weight=None, missing=nan,
                                            monotone_constraints=None,
                                            n_estimators=100, n_jobs=None,
                                            num_parallel_tree=None,
                                            predictor=None, random_state=None,
                                            reg_alpha=None, reg_lambda=None,
                                            scale_pos_weight=None,
                                            subsample=None, tree_method=None,
                                            use_label_encoder=False,
                                            validate_parameters=None,
                                            verbosity=None)),
                             ('e3', SVC(probability=True))],
                 n_jobs=-1)","('4275', '4274', '4255', '4253', '4251', '4247', '4223', '4218', '4195', '4180', '4169', '4163', '4135', '4016', '3968', '3902', '3897', '3892', '3890', '3884', '3846', '3845', '3835', '3806', '3793', '3781', '3780', '3737', '3721', '3720', '3719', '3695', '3680', '3653', '3640', '3611', '3559', '3530', '3519', '3430', '3417', '3411', '3337', '3320', '3265', '3258', '3214', '3211', '3145', '3143', '3125', '3124', '3122', '3107', '3081', '3066', '3042', '3034', '3027', '3026', '3025', '3021', '2972', '2969', '2925', '2920', '2900', '2876', '2873', '2872', '2849', '2828', '2787', '2764', '2720', '2719', '2657', '2598', '2596', '2519', '2429', '2403', '2363', '2332', '2331', '2325', '2182', '2155', '2153', '2130', '2119', '2115', '2096', '2094', '2093', '2092', '2080', '2060', '2051', '2045', '1993', '1981', '1970', '1960', '1919', '1915', '1862', '1852', '1834', '1796', '1782', '1736', '1688', '1667', '1628', '1601', '1590', '1551', '1537', '1482', '1479', '1466', '1437', '1435', '1418', '1405', '1398', '1377', '1365', '1355', '1279', '1270', '1232', '1210', '1194', '1178', '1150', '1095', '1025', '998', '970', '916', '915', '907', '902', '851', '844', '818', '814', '808', '798', '791', '719', '705', '701', '699', '666', '644', '635', '623', '615', '599', '565', '551', '543', '540', '511', '433', '422', '419', '412', '384', '372', '363', '157', '29', '24', '8', 'Unnamed: 0')",179,115.15991320000012,2314.25,0.9506368585169916,0.8397435897435896,0.8740554156171285,"[[216  22]
 [ 28 131]]"
"VotingClassifier(estimators=[('e1', RandomForestClassifier(n_jobs=-1)),
                             ('e2',
                              XGBClassifier(base_score=None, booster=None,
                                            colsample_bylevel=None,
                                            colsample_bynode=None,
                                            colsample_bytree=None,
                                            enable_categorical=False,
                                            eval_metric='mlogloss', gamma=None,
                                            gpu_id=None, importance_type=None,
                                            interaction_constraints=None,
                                            learning_rate=None,
                                            max_delta_step=None, max_depth=None,
                                            min_child_weight=None, missing=nan,
                                            monotone_constraints=None,
                                            n_estimators=100, n_jobs=None,
                                            num_parallel_tree=None,
                                            predictor=None, random_state=None,
                                            reg_alpha=None, reg_lambda=None,
                                            scale_pos_weight=None,
                                            subsample=None, tree_method=None,
                                            use_label_encoder=False,
                                            validate_parameters=None,
                                            verbosity=None)),
                             ('e3', SVC(probability=True))],
                 n_jobs=-1)","('4275', '4274', '4255', '4253', '4251', '4247', '4223', '4218', '4195', '4180', '4169', '4163', '4135', '4029', '4016', '3968', '3964', '3902', '3897', '3892', '3890', '3884', '3846', '3845', '3835', '3806', '3793', '3781', '3780', '3737', '3721', '3720', '3719', '3695', '3680', '3653', '3640', '3611', '3559', '3530', '3519', '3430', '3411', '3337', '3320', '3267', '3265', '3258', '3214', '3211', '3145', '3143', '3125', '3122', '3081', '3066', '3043', '3042', '3034', '3027', '3026', '3025', '3021', '2972', '2969', '2925', '2900', '2873', '2872', '2849', '2787', '2764', '2720', '2719', '2598', '2596', '2519', '2429', '2403', '2363', '2332', '2331', '2325', '2182', '2179', '2153', '2119', '2115', '2106', '2096', '2094', '2093', '2092', '2080', '2060', '2051', '2045', '1993', '1981', '1970', '1960', '1919', '1915', '1862', '1852', '1834', '1796', '1782', '1736', '1688', '1667', '1628', '1620', '1601', '1590', '1551', '1537', '1482', '1479', '1466', '1437', '1435', '1418', '1405', '1398', '1377', '1365', '1355', '1279', '1270', '1244', '1232', '1194', '1178', '1150', '1148', '1025', '1012', '998', '970', '946', '916', '915', '907', '902', '851', '844', '818', '814', '808', '798', '791', '719', '705', '701', '699', '698', '675', '662', '644', '635', '623', '599', '578', '551', '543', '540', '511', '498', '419', '412', '406', '384', '372', '363', '157', '29', '24', '8', 'Unnamed: 0')",180,108.02351780000026,2606.43359375,0.9498176629142223,0.8496732026143792,0.8841309823677582,"[[221  17]
 [ 29 130]]"
"VotingClassifier(estimators=[('e1', RandomForestClassifier(n_jobs=-1)),
                             ('e2',
                              XGBClassifier(base_score=None, booster=None,
                                            colsample_bylevel=None,
                                            colsample_bynode=None,
                                            colsample_bytree=None,
                                            enable_categorical=False,
                                            eval_metric='mlogloss', gamma=None,
                                            gpu_id=None, importance_type=None,
                                            interaction_constraints=None,
                                            learning_rate=None,
                                            max_delta_step=None, max_depth=None,
                                            min_child_weight=None, missing=nan,
                                            monotone_constraints=None,
                                            n_estimators=100, n_jobs=None,
                                            num_parallel_tree=None,
                                            predictor=None, random_state=None,
                                            reg_alpha=None, reg_lambda=None,
                                            scale_pos_weight=None,
                                            subsample=None, tree_method=None,
                                            use_label_encoder=False,
                                            validate_parameters=None,
                                            verbosity=None)),
                             ('e3', SVC(probability=True))],
                 n_jobs=-1)","('4275', '4255', '4253', '4251', '4223', '4218', '4195', '4180', '4169', '4163', '4135', '4029', '4016', '3964', '3902', '3897', '3892', '3890', '3884', '3847', '3845', '3835', '3793', '3781', '3780', '3737', '3721', '3720', '3719', '3695', '3680', '3653', '3640', '3611', '3559', '3530', '3519', '3430', '3417', '3411', '3337', '3320', '3267', '3265', '3258', '3214', '3211', '3145', '3143', '3125', '3124', '3122', '3107', '3081', '3066', '3042', '3034', '3027', '3026', '3025', '3021', '2972', '2969', '2925', '2920', '2900', '2876', '2873', '2872', '2828', '2787', '2764', '2720', '2719', '2657', '2598', '2596', '2519', '2429', '2403', '2332', '2331', '2325', '2182', '2179', '2155', '2130', '2119', '2115', '2106', '2094', '2093', '2092', '2060', '2051', '2045', '1993', '1981', '1970', '1960', '1919', '1862', '1852', '1834', '1796', '1782', '1736', '1667', '1628', '1620', '1601', '1590', '1551', '1537', '1482', '1466', '1437', '1435', '1418', '1398', '1365', '1355', '1279', '1270', '1244', '1232', '1210', '1178', '1150', '1148', '1025', '1012', '998', '970', '946', '916', '915', '907', '902', '851', '844', '814', '808', '798', '791', '719', '705', '701', '699', '698', '675', '666', '662', '644', '635', '623', '615', '599', '578', '565', '551', '543', '540', '511', '498', '433', '422', '419', '412', '406', '384', '372', '363', '157', '29', '24', '8', 'Unnamed: 0')",178,169.03525680000075,2572.03125,0.9492362982929021,0.8421052631578947,0.8790931989924433,"[[221  17]
 [ 31 128]]"
"VotingClassifier(estimators=[('e1', RandomForestClassifier(n_jobs=-1)),
                             ('e2',
                              XGBClassifier(base_score=None, booster=None,
                                            colsample_bylevel=None,
                                            colsample_bynode=None,
                                            colsample_bytree=None,
                                            enable_categorical=False,
                                            eval_metric='mlogloss', gamma=None,
                                            gpu_id=None, importance_type=None,
                                            interaction_constraints=None,
                                            learning_rate=None,
                                            max_delta_step=None, max_depth=None,
                                            min_child_weight=None, missing=nan,
                                            monotone_constraints=None,
                                            n_estimators=100, n_jobs=None,
                                            num_parallel_tree=None,
                                            predictor=None, random_state=None,
                                            reg_alpha=None, reg_lambda=None,
                                            scale_pos_weight=None,
                                            subsample=None, tree_method=None,
                                            use_label_encoder=False,
                                            validate_parameters=None,
                                            verbosity=None)),
                             ('e3', SVC(probability=True))],
                 n_jobs=-1)","('4275', '4255', '4253', '4251', '4247', '4223', '4195', '4180', '4163', '4135', '4029', '4016', '3968', '3964', '3902', '3897', '3892', '3890', '3884', '3847', '3846', '3845', '3835', '3806', '3793', '3781', '3780', '3737', '3721', '3720', '3719', '3695', '3680', '3653', '3640', '3611', '3530', '3430', '3417', '3411', '3337', '3320', '3267', '3265', '3258', '3214', '3211', '3145', '3143', '3125', '3124', '3107', '3081', '3043', '3042', '3034', '3027', '3026', '3025', '3021', '2972', '2969', '2925', '2920', '2900', '2876', '2873', '2872', '2828', '2787', '2764', '2720', '2719', '2657', '2598', '2596', '2519', '2429', '2403', '2332', '2331', '2325', '2182', '2179', '2155', '2130', '2119', '2115', '2106', '2094', '2093', '2092', '2060', '2051', '2045', '1993', '1981', '1970', '1960', '1919', '1862', '1852', '1834', '1796', '1782', '1736', '1667', '1628', '1620', '1601', '1590', '1551', '1537', '1482', '1466', '1437', '1435', '1418', '1398', '1365', '1355', '1279', '1270', '1244', '1232', '1210', '1178', '1150', '1148', '1025', '1012', '998', '970', '946', '916', '915', '907', '902', '851', '844', '814', '808', '798', '791', '719', '705', '701', '699', '698', '675', '666', '662', '644', '635', '623', '615', '599', '578', '565', '551', '543', '540', '511', '498', '433', '422', '419', '412', '406', '384', '372', '363', '157', '29', '24', '8', 'Unnamed: 0')",177,116.06244969999989,2287.6171875,0.9491041699698748,0.8316831683168316,0.871536523929471,"[[220  18]
 [ 33 126]]"
"StackingClassifier(estimators=[('e1', RandomForestClassifier(n_jobs=-1)),
                               ('e2',
                                XGBClassifier(base_score=None, booster=None,
                                              colsample_bylevel=None,
                                              colsample_bynode=None,
                                              colsample_bytree=None,
                                              enable_categorical=False,
                                              eval_metric='mlogloss',
                                              gamma=None, gpu_id=None,
                                              importance_type=None,
                                              interaction_constraints=None,
                                              learning_rate=None,
                                              max_delta_step=None,
                                              max_depth=None,
                                              min_child_weight=None,
                                              missing=nan,
                                              monotone_constraints=None,
                                              n_estimators=100, n_jobs=None,
                                              num_parallel_tree=None,
                                              predictor=None, random_state=None,
                                              reg_alpha=None, reg_lambda=None,
                                              scale_pos_weight=None,
                                              subsample=None, tree_method=None,
                                              use_label_encoder=False,
                                              validate_parameters=None,
                                              verbosity=None)),
                               ('e3', SVC(probability=True))],
                   n_jobs=-1)","('4275', '4274', '4255', '4253', '4251', '4223', '4218', '4195', '4180', '4169', '4163', '4135', '4016', '3968', '3902', '3897', '3892', '3890', '3884', '3846', '3845', '3835', '3806', '3793', '3781', '3780', '3737', '3721', '3720', '3719', '3695', '3680', '3653', '3640', '3611', '3559', '3530', '3430', '3417', '3411', '3337', '3320', '3267', '3265', '3258', '3214', '3211', '3145', '3143', '3125', '3124', '3122', '3107', '3081', '3066', '3043', '3042', '3034', '3027', '3026', '3025', '3021', '2972', '2969', '2925', '2920', '2900', '2873', '2872', '2849', '2828', '2787', '2764', '2720', '2719', '2657', '2598', '2596', '2519', '2429', '2403', '2363', '2332', '2325', '2182', '2179', '2155', '2153', '2130', '2115', '2106', '2096', '2094', '2093', '2092', '2080', '2060', '2051', '2045', '1981', '1970', '1919', '1915', '1862', '1852', '1834', '1796', '1782', '1736', '1688', '1667', '1620', '1601', '1590', '1551', '1537', '1479', '1466', '1437', '1418', '1405', '1398', '1377', '1365', '1279', '1270', '1244', '1232', '1210', '1194', '1178', '1150', '1148', '1095', '1025', '1012', '998', '970', '946', '916', '915', '907', '902', '851', '844', '818', '814', '808', '798', '791', '719', '705', '701', '699', '698', '675', '662', '644', '635', '623', '615', '599', '578', '551', '543', '540', '511', '498', '433', '422', '384', '363', '157', '29', '8', 'Unnamed: 0')",176,483.7206600999998,2605.2578125,0.9482849743671053,0.8544303797468354,0.8841309823677582,"[[216  22]
 [ 24 135]]"
"StackingClassifier(estimators=[('e1', RandomForestClassifier(n_jobs=-1)),
                               ('e2',
                                XGBClassifier(base_score=None, booster=None,
                                              colsample_bylevel=None,
                                              colsample_bynode=None,
                                              colsample_bytree=None,
                                              enable_categorical=False,
                                              eval_metric='mlogloss',
                                              gamma=None, gpu_id=None,
                                              importance_type=None,
                                              interaction_constraints=None,
                                              learning_rate=None,
                                              max_delta_step=None,
                                              max_depth=None,
                                              min_child_weight=None,
                                              missing=nan,
                                              monotone_constraints=None,
                                              n_estimators=100, n_jobs=None,
                                              num_parallel_tree=None,
                                              predictor=None, random_state=None,
                                              reg_alpha=None, reg_lambda=None,
                                              scale_pos_weight=None,
                                              subsample=None, tree_method=None,
                                              use_label_encoder=False,
                                              validate_parameters=None,
                                              verbosity=None)),
                               ('e3', SVC(probability=True))],
                   n_jobs=-1)","('4275', '4274', '4255', '4253', '4251', '4223', '4218', '4195', '4180', '4169', '4163', '4135', '4016', '3968', '3902', '3897', '3892', '3890', '3884', '3846', '3845', '3835', '3806', '3793', '3781', '3780', '3737', '3721', '3720', '3719', '3695', '3680', '3653', '3640', '3611', '3559', '3530', '3430', '3417', '3411', '3337', '3320', '3267', '3265', '3258', '3214', '3211', '3145', '3143', '3125', '3124', '3122', '3107', '3081', '3066', '3043', '3042', '3034', '3027', '3026', '3025', '3021', '2972', '2969', '2925', '2920', '2900', '2876', '2873', '2872', '2849', '2828', '2787', '2764', '2720', '2719', '2657', '2598', '2596', '2519', '2429', '2403', '2363', '2332', '2331', '2325', '2182', '2179', '2155', '2153', '2130', '2119', '2115', '2106', '2096', '2094', '2093', '2092', '2080', '2060', '2051', '2045', '1993', '1981', '1970', '1960', '1919', '1915', '1862', '1852', '1834', '1796', '1782', '1736', '1688', '1667', '1628', '1620', '1601', '1590', '1551', '1537', '1479', '1466', '1437', '1418', '1405', '1398', '1377', '1365', '1279', '1270', '1244', '1232', '1210', '1194', '1178', '1150', '1148', '1095', '1025', '1012', '998', '970', '946', '916', '915', '907', '902', '851', '844', '818', '814', '808', '798', '791', '719', '705', '701', '699', '698', '675', '662', '644', '635', '623', '615', '599', '578', '551', '543', '540', '511', '498', '433', '422', '384', '363', '157', '29', '8', 'Unnamed: 0')",182,437.81589129999884,2761.8828125,0.9477828867396015,0.8544303797468354,0.8841309823677582,"[[216  22]
 [ 24 135]]"
"StackingClassifier(estimators=[('e1', RandomForestClassifier(n_jobs=-1)),
                               ('e2',
                                XGBClassifier(base_score=None, booster=None,
                                              colsample_bylevel=None,
                                              colsample_bynode=None,
                                              colsample_bytree=None,
                                              enable_categorical=False,
                                              eval_metric='mlogloss',
                                              gamma=None, gpu_id=None,
                                              importance_type=None,
                                              interaction_constraints=None,
                                              learning_rate=None,
                                              max_delta_step=None,
                                              max_depth=None,
                                              min_child_weight=None,
                                              missing=nan,
                                              monotone_constraints=None,
                                              n_estimators=100, n_jobs=None,
                                              num_parallel_tree=None,
                                              predictor=None, random_state=None,
                                              reg_alpha=None, reg_lambda=None,
                                              scale_pos_weight=None,
                                              subsample=None, tree_method=None,
                                              use_label_encoder=False,
                                              validate_parameters=None,
                                              verbosity=None)),
                               ('e3', SVC(probability=True))],
                   n_jobs=-1)","('4275', '4274', '4255', '4253', '4223', '4218', '4195', '4180', '4169', '4163', '4135', '4029', '4016', '3964', '3902', '3897', '3892', '3890', '3884', '3847', '3845', '3835', '3793', '3781', '3780', '3737', '3721', '3720', '3719', '3695', '3680', '3653', '3640', '3611', '3559', '3530', '3519', '3430', '3417', '3411', '3337', '3320', '3267', '3265', '3258', '3214', '3211', '3145', '3143', '3125', '3124', '3122', '3107', '3081', '3066', '3042', '3034', '3027', '3026', '3025', '3021', '2972', '2969', '2925', '2920', '2900', '2876', '2873', '2872', '2849', '2828', '2787', '2764', '2720', '2719', '2657', '2596', '2429', '2363', '2332', '2331', '2325', '2182', '2179', '2153', '2106', '2096', '2094', '2093', '2092', '2080', '2060', '2051', '1993', '1970', '1960', '1919', '1915', '1862', '1852', '1834', '1796', '1782', '1736', '1688', '1667', '1628', '1620', '1601', '1590', '1551', '1482', '1479', '1466', '1437', '1435', '1418', '1405', '1398', '1377', '1365', '1279', '1270', '1244', '1232', '1210', '1194', '1178', '1150', '1148', '1025', '998', '970', '946', '916', '915', '907', '902', '851', '844', '818', '814', '808', '798', '791', '719', '705', '701', '699', '698', '675', '662', '644', '635', '623', '615', '599', '551', '543', '540', '511', '498', '422', '384', '363', '157', '29', '8', 'Unnamed: 0')",169,695.5891797999993,2602.24609375,0.947069393795254,0.8571428571428571,0.8866498740554156,"[[217  21]
 [ 24 135]]"
RandomForestClassifier(n_jobs=-1),"('4275', '4274', '4255', '4253', '4251', '4247', '4223', '4218', '4195', '4180', '4169', '4163', '4135', '4029', '4016', '3968', '3964', '3902', '3897', '3892', '3890', '3884', '3847', '3846', '3845', '3835', '3806', '3793', '3781', '3780', '3737', '3721', '3720', '3719', '3695', '3680', '3653', '3640', '3611', '3559', '3530', '3519', '3430', '3417', '3411', '3337', '3320', '3267', '3265', '3258', '3214', '3211', '3145', '3143', '3125', '3124', '3122', '3107', '3081', '3066', '3043', '3042', '3034', '3027', '3026', '3025', '3021', '2972', '2969', '2925', '2920', '2900', '2876', '2873', '2872', '2849', '2828', '2787', '2764', '2720', '2719', '2657', '2598', '2596', '2519', '2429', '2403', '2363', '2332', '2331', '2325', '2182', '2179', '2155', '2153', '2130', '2119', '2115', '2106', '2096', '2094', '2093', '2092', '2080', '2060', '2051', '2045', '1993', '1981', '1970', '1960', '1919', '1915', '1862', '1852', '1834', '1796', '1782', '1736', '1688', '1667', '1628', '1620', '1601', '1590', '1551', '1537', '1482', '1479', '1466', '1437', '1435', '1418', '1405', '1398', '1377', '1365', '1355', '1279', '1270', '1244', '1232', '1210', '1194', '1178', '1150', '1148', '1095', '1025', '1012', '998', '970', '946', '916', '915', '907', '902', '851', '844', '818', '814', '808', '798', '791', '719', '705', '701', '699', '698', '675', '666', '662', '644', '635', '623', '615', '599', '578', '565', '551', '543', '540', '511', '498', '433', '422', '419', '412', '406', '384', '372', '363', '157', '29', '24', '8', 'Unnamed: 0')",197,118.88830189999999,1970.92578125,0.9449817662914223,0.8506493506493507,0.8841309823677582,"[[220  18]
 [ 28 131]]"
RandomForestClassifier(n_jobs=-1),"('4275', '4274', '4255', '4253', '4251', '4223', '4218', '4195', '4180', '4169', '4163', '4135', '4016', '3968', '3964', '3902', '3897', '3892', '3890', '3884', '3847', '3845', '3835', '3806', '3793', '3781', '3780', '3737', '3721', '3720', '3719', '3695', '3680', '3653', '3640', '3611', '3559', '3530', '3430', '3417', '3337', '3265', '3258', '3214', '3211', '3145', '3143', '3125', '3124', '3122', '3107', '3081', '3066', '3043', '3042', '3034', '3027', '3026', '3025', '3021', '2972', '2969', '2925', '2920', '2900', '2873', '2872', '2849', '2787', '2764', '2720', '2719', '2657', '2598', '2596', '2519', '2429', '2403', '2363', '2332', '2325', '2182', '2179', '2155', '2130', '2106', '2096', '2094', '2093', '2092', '2080', '2060', '2051', '2045', '1993', '1970', '1915', '1862', '1852', '1834', '1796', '1782', '1736', '1688', '1667', '1620', '1601', '1590', '1551', '1537', '1479', '1466', '1437', '1418', '1405', '1398', '1377', '1365', '1355', '1279', '1270', '1244', '1232', '1210', '1194', '1178', '1148', '1095', '1025', '1012', '998', '970', '946', '916', '915', '907', '902', '851', '844', '814', '808', '798', '791', '719', '705', '701', '699', '698', '675', '666', '662', '644', '635', '623', '615', '599', '578', '551', '543', '540', '511', '498', '433', '422', '384', '363', '157', '29', 'Unnamed: 0')",169,160.67944389999957,2641.77734375,0.9442946990116802,0.8459016393442623,0.8816120906801007,"[[221  17]
 [ 30 129]]"
RandomForestClassifier(n_jobs=-1),"('4274', '4255', '4253', '4251', '4247', '4223', '4218', '4195', '4180', '4169', '4163', '4135', '4029', '4016', '3968', '3964', '3902', '3897', '3892', '3890', '3884', '3847', '3846', '3845', '3835', '3806', '3793', '3781', '3780', '3737', '3721', '3720', '3719', '3695', '3680', '3653', '3640', '3611', '3559', '3530', '3519', '3430', '3417', '3411', '3337', '3320', '3267', '3265', '3258', '3214', '3211', '3145', '3143', '3125', '3124', '3122', '3107', '3081', '3066', '3043', '3042', '3034', '3027', '3026', '3025', '3021', '2972', '2969', '2925', '2920', '2900', '2876', '2873', '2872', '2849', '2828', '2787', '2764', '2720', '2719', '2657', '2598', '2596', '2519', '2429', '2403', '2363', '2332', '2331', '2325', '2182', '2179', '2155', '2153', '2130', '2119', '2115', '2106', '2096', '2094', '2093', '2092', '2080', '2060', '2051', '2045', '1993', '1981', '1970', '1960', '1919', '1915', '1862', '1852', '1834', '1796', '1782', '1736', '1688', '1667', '1628', '1620', '1601', '1590', '1551', '1537', '1482', '1479', '1466', '1437', '1435', '1418', '1405', '1398', '1377', '1365', '1355', '1279', '1270', '1244', '1232', '1210', '1194', '1178', '1150', '1148', '1095', '1025', '1012', '998', '970', '946', '916', '915', '907', '902', '851', '844', '818', '814', '808', '798', '791', '719', '705', '701', '699', '698', '675', '666', '662', '644', '635', '623', '615', '599', '578', '565', '551', '543', '540', '511', '498', '433', '422', '419', '412', '406', '384', '372', '363', '157', '29', '8', 'Unnamed: 0')",195,152.60416889999942,2657.08984375,0.9437661857195708,0.839344262295082,0.8765743073047859,"[[220  18]
 [ 31 128]]"
"VotingClassifier(estimators=[('e1', RandomForestClassifier(n_jobs=-1)),
                             ('e2',
                              XGBClassifier(base_score=None, booster=None,
                                            colsample_bylevel=None,
                                            colsample_bynode=None,
                                            colsample_bytree=None,
                                            enable_categorical=False,
                                            eval_metric='mlogloss', gamma=None,
                                            gpu_id=None, importance_type=None,
                                            interaction_constraints=None,
                                            learning_rate=None,
                                            max_delta_step=None, max_depth=None,
                                            min_child_weight=None, missing=nan,
                                            monotone_constraints=None,
                                            n_estimators=100, n_jobs=None,
                                            num_parallel_tree=None,
                                            predictor=None, random_state=None,
                                            reg_alpha=None, reg_lambda=None,
                                            scale_pos_weight=None,
                                            subsample=None, tree_method=None,
                                            use_label_encoder=False,
                                            validate_parameters=None,
                                            verbosity=None)),
                             ('e3', SVC(probability=True))],
                 n_jobs=-1)","('4274', '4255', '4251', '4247', '4223', '4218', '4195', '4180', '4169', '4163', '4135', '4029', '4016', '3968', '3964', '3902', '3897', '3892', '3890', '3884', '3847', '3846', '3845', '3835', '3806', '3793', '3781', '3780', '3737', '3721', '3720', '3719', '3695', '3680', '3653', '3640', '3611', '3559', '3530', '3519', '3430', '3417', '3411', '3337', '3320', '3267', '3265', '3258', '3211', '3145', '3143', '3125', '3124', '3122', '3107', '3081', '3066', '3043', '3042', '3034', '3027', '3026', '3025', '3021', '2972', '2969', '2920', '2900', '2876', '2873', '2872', '2849', '2828', '2787', '2764', '2720', '2719', '2598', '2596', '2519', '2403', '2363', '2332', '2325', '2182', '2179', '2155', '2153', '2130', '2119', '2106', '2096', '2094', '2093', '2092', '2080', '2051', '2045', '1993', '1981', '1960', '1919', '1915', '1862', '1852', '1834', '1796', '1782', '1736', '1688', '1667', '1628', '1620', '1601', '1590', '1551', '1537', '1482', '1479', '1466', '1435', '1418', '1405', '1398', '1377', '1365', '1355', '1279', '1270', '1244', '1232', '1210', '1194', '1178', '1150', '1148', '1095', '1025', '1012', '998', '970', '946', '916', '915', '907', '902', '851', '844', '818', '814', '808', '798', '791', '719', '705', '701', '699', '698', '675', '666', '662', '644', '635', '623', '615', '599', '578', '551', '543', '511', '498', '433', '422', '419', '412', '384', '372', '363', '157', '29', '24', '8', 'Unnamed: 0')",183,115.88214770000013,2603.609375,0.9434226520796999,0.8525641025641026,0.8841309823677582,"[[218  20]
 [ 26 133]]"
RandomForestClassifier(n_jobs=-1),"('4274', '4255', '4253', '4251', '4247', '4223', '4218', '4195', '4180', '4169', '4163', '4135', '4029', '4016', '3968', '3964', '3902', '3897', '3892', '3890', '3884', '3846', '3845', '3835', '3806', '3793', '3781', '3780', '3737', '3721', '3720', '3719', '3695', '3680', '3653', '3640', '3611', '3559', '3530', '3519', '3430', '3411', '3337', '3320', '3267', '3265', '3258', '3214', '3211', '3145', '3143', '3125', '3122', '3081', '3066', '3043', '3042', '3034', '3027', '3026', '3025', '3021', '2972', '2969', '2925', '2900', '2873', '2872', '2849', '2787', '2764', '2720', '2719', '2598', '2596', '2519', '2429', '2403', '2363', '2332', '2331', '2325', '2182', '2179', '2153', '2119', '2115', '2106', '2096', '2094', '2093', '2092', '2080', '2060', '2051', '2045', '1993', '1981', '1970', '1960', '1919', '1915', '1862', '1852', '1834', '1796', '1782', '1736', '1688', '1667', '1628', '1620', '1601', '1590', '1551', '1537', '1482', '1479', '1466', '1437', '1435', '1418', '1405', '1398', '1377', '1365', '1355', '1279', '1270', '1244', '1232', '1194', '1178', '1150', '1148', '1025', '1012', '998', '970', '946', '916', '915', '907', '902', '851', '844', '818', '814', '808', '798', '791', '719', '705', '701', '699', '698', '675', '662', '644', '635', '623', '599', '578', '551', '543', '540', '511', '498', '419', '412', '406', '384', '372', '363', '157', '29', '8', 'Unnamed: 0')",178,125.9961186999999,2440.4375,0.9428412874583796,0.8338983050847459,0.8765743073047859,"[[225  13]
 [ 36 123]]"
