algorithm,features,n_features,train_time,mem_max,accuracy,roc_auc,f1,confusion_matrix
"StackingClassifier(estimators=[('e1', RandomForestClassifier(n_jobs=-1)),
                               ('e2', GradientBoostingClassifier()),
                               ('e3',
                                XGBClassifier(base_score=None, booster=None,
                                              colsample_bylevel=None,
                                              colsample_bynode=None,
                                              colsample_bytree=None,
                                              enable_categorical=False,
                                              eval_metric='mlogloss',
                                              gamma=None, gpu_id=None,
                                              importance_type=None,
                                              interaction_constraints=None,
                                              learn...te=None,
                                              max_delta_step=None,
                                              max_depth=None,
                                              min_child_weight=None,
                                              missing=nan,
                                              monotone_constraints=None,
                                              n_estimators=100, n_jobs=None,
                                              num_parallel_tree=None,
                                              predictor=None, random_state=None,
                                              reg_alpha=None, reg_lambda=None,
                                              scale_pos_weight=None,
                                              subsample=None, tree_method=None,
                                              use_label_encoder=False,
                                              validate_parameters=None,
                                              verbosity=None))],
                   n_jobs=-1)","('4298', '4284', '4274', '4267', '4255', '4253', '4251', '4223', '4196', '4195', '4180', '4169', '4163', '4155', '4147', '4135', '4042', '4029', '4015', '3984', '3902', '3897', '3892', '3890', '3884', '3847', '3846', '3845', '3835', '3829', '3806', '3793', '3785', '3781', '3780', '3721', '3720', '3719', '3680', '3673', '3653', '3611', '3574', '3530', '3451', '3430', '3417', '3414', '3411', '3337', '3291', '3267', '3265', '3258', '3255', '3214', '3211', '3201', '3156', '3145', '3143', '3122', '3107', '3081', '3066', '3058', '3045', '3043', '3042', '3040', '3034', '3027', '3026', '3025', '3021', '2972', '2925', '2920', '2900', '2884', '2876', '2873', '2872', '2828', '2806', '2787', '2720', '2719', '2708', '2678', '2657', '2618', '2598', '2596', '2585', '2519', '2500', '2403', '2363', '2332', '2331', '2325', '2322', '2270', '2268', '2182', '2179', '2155', '2153', '2130', '2120', '2119', '2115', '2113', '2094', '2093', '2092', '2060', '2051', '1993', '1989', '1981', '1978', '1975', '1970', '1962', '1960', '1936', '1919', '1904', '1862', '1852', '1837', '1834', '1805', '1804', '1796', '1782', '1738', '1736', '1688', '1671', '1667', '1656', '1639', '1628', '1620', '1590', '1565', '1551', '1545', '1537', '1531', '1486', '1482', '1466', '1449', '1437', '1435', '1365', '1355', '1291', '1279', '1270', '1244', '1210', '1178', '1161', '1150', '1148', '1095', '1027', '1012', '946', '916', '915', '907', '902', '851', '844', '818', '813', '798', '791', '735', '701', '693', '666', '662', '643', '635', '623', '615', '599', '578', '570', '551', '543', '540', '522', '511', '498', '487', '486', '480', '432', '422', '419', '415', '412', '406', '386', '384', '380', '368', '363', '157', '29', '24', '8', 'Unnamed: 0')",221,343.36679249999906,2639.9140625,0.8589420654911839,0.918873209661223,0.8108108108108109,"[[221  17]
 [ 39 120]]"
"StackingClassifier(estimators=[('e1', RandomForestClassifier(n_jobs=-1)),
                               ('e2', GradientBoostingClassifier()),
                               ('e3',
                                XGBClassifier(base_score=None, booster=None,
                                              colsample_bylevel=None,
                                              colsample_bynode=None,
                                              colsample_bytree=None,
                                              enable_categorical=False,
                                              eval_metric='mlogloss',
                                              gamma=None, gpu_id=None,
                                              importance_type=None,
                                              interaction_constraints=None,
                                              learn...te=None,
                                              max_delta_step=None,
                                              max_depth=None,
                                              min_child_weight=None,
                                              missing=nan,
                                              monotone_constraints=None,
                                              n_estimators=100, n_jobs=None,
                                              num_parallel_tree=None,
                                              predictor=None, random_state=None,
                                              reg_alpha=None, reg_lambda=None,
                                              scale_pos_weight=None,
                                              subsample=None, tree_method=None,
                                              use_label_encoder=False,
                                              validate_parameters=None,
                                              verbosity=None))],
                   n_jobs=-1)","('4284', '4274', '4267', '4253', '4251', '4223', '4196', '4195', '4180', '4169', '4163', '4147', '4135', '4029', '3902', '3897', '3892', '3884', '3847', '3846', '3845', '3835', '3829', '3806', '3793', '3785', '3781', '3780', '3721', '3720', '3719', '3680', '3673', '3653', '3611', '3574', '3530', '3417', '3414', '3411', '3291', '3267', '3265', '3258', '3214', '3211', '3201', '3156', '3145', '3143', '3122', '3107', '3081', '3066', '3058', '3045', '3043', '3040', '3034', '3027', '3026', '3025', '3021', '2972', '2925', '2900', '2884', '2876', '2873', '2872', '2828', '2806', '2787', '2720', '2719', '2708', '2678', '2657', '2618', '2598', '2596', '2585', '2519', '2500', '2403', '2363', '2332', '2331', '2325', '2322', '2270', '2268', '2182', '2179', '2155', '2153', '2130', '2120', '2119', '2115', '2113', '2094', '2093', '2092', '2060', '2051', '1993', '1989', '1981', '1978', '1975', '1970', '1962', '1960', '1936', '1919', '1904', '1862', '1852', '1837', '1834', '1805', '1804', '1796', '1782', '1738', '1736', '1688', '1671', '1667', '1656', '1639', '1628', '1620', '1590', '1565', '1551', '1537', '1531', '1486', '1482', '1466', '1449', '1437', '1435', '1365', '1355', '1291', '1279', '1270', '1244', '1210', '1178', '1161', '1150', '1148', '1095', '1027', '1012', '998', '970', '946', '916', '915', '907', '902', '851', '844', '818', '813', '808', '798', '791', '735', '701', '693', '666', '662', '643', '635', '623', '615', '599', '578', '570', '551', '543', '540', '522', '511', '498', '487', '486', '480', '432', '422', '419', '415', '412', '406', '386', '384', '380', '368', '363', '157', '29', '24', 'Unnamed: 0')",209,342.3317913000001,2626.2578125,0.8589420654911839,0.9250832408435072,0.8133333333333335,"[[219  19]
 [ 37 122]]"
"StackingClassifier(estimators=[('e1', RandomForestClassifier(n_jobs=-1)),
                               ('e2', GradientBoostingClassifier()),
                               ('e3',
                                XGBClassifier(base_score=None, booster=None,
                                              colsample_bylevel=None,
                                              colsample_bynode=None,
                                              colsample_bytree=None,
                                              enable_categorical=False,
                                              eval_metric='mlogloss',
                                              gamma=None, gpu_id=None,
                                              importance_type=None,
                                              interaction_constraints=None,
                                              learn...te=None,
                                              max_delta_step=None,
                                              max_depth=None,
                                              min_child_weight=None,
                                              missing=nan,
                                              monotone_constraints=None,
                                              n_estimators=100, n_jobs=None,
                                              num_parallel_tree=None,
                                              predictor=None, random_state=None,
                                              reg_alpha=None, reg_lambda=None,
                                              scale_pos_weight=None,
                                              subsample=None, tree_method=None,
                                              use_label_encoder=False,
                                              validate_parameters=None,
                                              verbosity=None))],
                   n_jobs=-1)","('4298', '4284', '4274', '4267', '4255', '4253', '4251', '4223', '4196', '4195', '4180', '4169', '4163', '4155', '4147', '4135', '4042', '4029', '3902', '3890', '3847', '3846', '3845', '3835', '3829', '3806', '3793', '3785', '3780', '3721', '3720', '3719', '3673', '3653', '3611', '3574', '3530', '3451', '3430', '3417', '3414', '3411', '3337', '3291', '3267', '3265', '3258', '3255', '3214', '3211', '3201', '3145', '3143', '3122', '3081', '3066', '3058', '3045', '3043', '3042', '3034', '3027', '3026', '3025', '3021', '2972', '2925', '2920', '2900', '2884', '2876', '2873', '2872', '2828', '2806', '2787', '2720', '2719', '2708', '2678', '2657', '2618', '2598', '2596', '2519', '2500', '2403', '2363', '2332', '2331', '2325', '2322', '2270', '2268', '2179', '2155', '2153', '2130', '2120', '2119', '2115', '2113', '2094', '2093', '2092', '2060', '2051', '1993', '1989', '1981', '1978', '1975', '1962', '1960', '1936', '1919', '1904', '1862', '1852', '1837', '1834', '1805', '1804', '1796', '1782', '1736', '1671', '1667', '1656', '1639', '1628', '1620', '1590', '1565', '1551', '1545', '1537', '1531', '1486', '1482', '1466', '1449', '1437', '1435', '1365', '1355', '1291', '1279', '1244', '1210', '1178', '1161', '1150', '1148', '1095', '1027', '1012', '998', '916', '915', '907', '902', '851', '818', '813', '798', '791', '735', '701', '693', '666', '662', '643', '635', '615', '599', '578', '570', '551', '543', '540', '522', '511', '498', '487', '486', '480', '432', '422', '419', '415', '406', '384', '380', '368', '157', '29', '24', '8', 'Unnamed: 0')",200,315.9615106000001,2742.76953125,0.8589420654911839,0.9017758046614871,0.8095238095238095,"[[222  16]
 [ 40 119]]"
"VotingClassifier(estimators=[('e1', RandomForestClassifier(n_jobs=-1)),
                             ('e2', GradientBoostingClassifier()),
                             ('e3',
                              XGBClassifier(base_score=None, booster=None,
                                            colsample_bylevel=None,
                                            colsample_bynode=None,
                                            colsample_bytree=None,
                                            enable_categorical=False,
                                            eval_metric='mlogloss', gamma=None,
                                            gpu_id=None, importance_type=None,
                                            interaction_constraints=None,
                                            learnin...te=None,
                                            max_delta_step=None, max_depth=None,
                                            min_child_weight=None, missing=nan,
                                            monotone_constraints=None,
                                            n_estimators=100, n_jobs=None,
                                            num_parallel_tree=None,
                                            predictor=None, random_state=None,
                                            reg_alpha=None, reg_lambda=None,
                                            scale_pos_weight=None,
                                            subsample=None, tree_method=None,
                                            use_label_encoder=False,
                                            validate_parameters=None,
                                            verbosity=None))],
                 n_jobs=-1)","('4298', '4284', '4274', '4267', '4255', '4253', '4251', '4223', '4196', '4195', '4180', '4169', '4163', '4155', '4147', '4135', '4042', '4029', '4015', '3984', '3902', '3897', '3892', '3890', '3884', '3847', '3846', '3845', '3835', '3829', '3806', '3793', '3785', '3781', '3780', '3721', '3720', '3719', '3680', '3673', '3653', '3611', '3574', '3530', '3451', '3430', '3417', '3414', '3411', '3337', '3291', '3267', '3265', '3258', '3255', '3214', '3211', '3201', '3156', '3145', '3143', '3122', '3107', '3081', '3066', '3058', '3045', '3043', '3042', '3040', '3034', '3027', '3026', '3025', '3021', '2972', '2925', '2920', '2900', '2884', '2876', '2873', '2872', '2828', '2806', '2787', '2720', '2719', '2708', '2678', '2657', '2618', '2598', '2596', '2585', '2519', '2500', '2403', '2363', '2332', '2331', '2325', '2322', '2270', '2268', '2182', '2179', '2155', '2153', '2130', '2120', '2119', '2115', '2113', '2094', '2093', '2092', '2060', '2051', '1993', '1989', '1981', '1978', '1975', '1970', '1962', '1960', '1936', '1919', '1904', '1862', '1852', '1837', '1834', '1805', '1804', '1796', '1782', '1738', '1736', '1688', '1671', '1667', '1656', '1639', '1628', '1620', '1590', '1565', '1551', '1545', '1537', '1531', '1486', '1482', '1466', '1449', '1437', '1435', '1365', '1355', '1291', '1279', '1270', '1244', '1210', '1178', '1161', '1150', '1148', '1095', '1027', '1012', '998', '970', '946', '916', '915', '907', '902', '851', '844', '818', '813', '808', '798', '791', '735', '701', '693', '666', '662', '643', '635', '623', '615', '599', '578', '570', '551', '543', '540', '522', '511', '498', '487', '486', '480', '432', '422', '419', '415', '412', '406', '386', '384', '380', '368', '363', '157', '29', '24', '8', 'Unnamed: 0')",224,89.00377630000003,2303.8203125,0.8589420654911839,0.9208154960097246,0.8082191780821917,"[[223  15]
 [ 41 118]]"
"StackingClassifier(estimators=[('e1', RandomForestClassifier(n_jobs=-1)),
                               ('e2', GradientBoostingClassifier()),
                               ('e3',
                                XGBClassifier(base_score=None, booster=None,
                                              colsample_bylevel=None,
                                              colsample_bynode=None,
                                              colsample_bytree=None,
                                              enable_categorical=False,
                                              eval_metric='mlogloss',
                                              gamma=None, gpu_id=None,
                                              importance_type=None,
                                              interaction_constraints=None,
                                              learn...te=None,
                                              max_delta_step=None,
                                              max_depth=None,
                                              min_child_weight=None,
                                              missing=nan,
                                              monotone_constraints=None,
                                              n_estimators=100, n_jobs=None,
                                              num_parallel_tree=None,
                                              predictor=None, random_state=None,
                                              reg_alpha=None, reg_lambda=None,
                                              scale_pos_weight=None,
                                              subsample=None, tree_method=None,
                                              use_label_encoder=False,
                                              validate_parameters=None,
                                              verbosity=None))],
                   n_jobs=-1)","('4284', '4274', '4267', '4253', '4251', '4223', '4196', '4195', '4180', '4169', '4163', '4147', '4135', '4029', '3902', '3897', '3892', '3884', '3847', '3846', '3845', '3835', '3829', '3806', '3793', '3785', '3781', '3780', '3721', '3720', '3719', '3680', '3673', '3653', '3611', '3574', '3530', '3417', '3414', '3411', '3291', '3267', '3265', '3258', '3214', '3211', '3201', '3156', '3145', '3143', '3122', '3107', '3081', '3066', '3058', '3045', '3043', '3040', '3034', '3027', '3026', '3025', '3021', '2972', '2925', '2900', '2884', '2876', '2873', '2872', '2828', '2806', '2787', '2720', '2719', '2708', '2678', '2657', '2618', '2598', '2596', '2585', '2519', '2500', '2403', '2332', '2331', '2322', '2270', '2268', '2182', '2179', '2155', '2120', '2119', '2115', '2113', '2093', '2092', '2060', '2051', '1993', '1989', '1981', '1975', '1970', '1936', '1919', '1904', '1862', '1852', '1837', '1834', '1805', '1804', '1796', '1782', '1738', '1736', '1688', '1671', '1667', '1656', '1639', '1628', '1620', '1590', '1565', '1551', '1537', '1531', '1486', '1482', '1466', '1449', '1437', '1435', '1365', '1355', '1291', '1279', '1270', '1244', '1210', '1178', '1161', '1150', '1148', '1095', '1027', '1012', '998', '970', '946', '916', '915', '907', '902', '851', '844', '818', '813', '808', '798', '791', '735', '701', '693', '666', '662', '643', '635', '623', '615', '599', '578', '570', '551', '543', '540', '522', '511', '498', '487', '486', '480', '432', '422', '419', '415', '412', '406', '386', '384', '380', '368', '363', '157', '29', '24', 'Unnamed: 0')",201,339.73227510000015,2547.609375,0.8589420654911839,0.9257967337878548,0.8157894736842105,"[[217  21]
 [ 35 124]]"
"StackingClassifier(estimators=[('e1', RandomForestClassifier(n_jobs=-1)),
                               ('e2', GradientBoostingClassifier()),
                               ('e3',
                                XGBClassifier(base_score=None, booster=None,
                                              colsample_bylevel=None,
                                              colsample_bynode=None,
                                              colsample_bytree=None,
                                              enable_categorical=False,
                                              eval_metric='mlogloss',
                                              gamma=None, gpu_id=None,
                                              importance_type=None,
                                              interaction_constraints=None,
                                              learn...te=None,
                                              max_delta_step=None,
                                              max_depth=None,
                                              min_child_weight=None,
                                              missing=nan,
                                              monotone_constraints=None,
                                              n_estimators=100, n_jobs=None,
                                              num_parallel_tree=None,
                                              predictor=None, random_state=None,
                                              reg_alpha=None, reg_lambda=None,
                                              scale_pos_weight=None,
                                              subsample=None, tree_method=None,
                                              use_label_encoder=False,
                                              validate_parameters=None,
                                              verbosity=None))],
                   n_jobs=-1)","('4298', '4284', '4274', '4267', '4255', '4253', '4251', '4223', '4196', '4195', '4180', '4169', '4163', '4155', '4147', '4135', '4042', '4029', '4015', '3984', '3902', '3897', '3892', '3890', '3884', '3847', '3846', '3845', '3835', '3829', '3806', '3793', '3785', '3781', '3780', '3721', '3720', '3719', '3680', '3673', '3653', '3611', '3574', '3530', '3451', '3430', '3414', '3411', '3337', '3267', '3265', '3258', '3255', '3214', '3211', '3201', '3156', '3145', '3143', '3122', '3107', '3081', '3066', '3058', '3045', '3043', '3042', '3040', '3034', '3027', '3026', '3025', '3021', '2972', '2925', '2920', '2900', '2884', '2876', '2873', '2872', '2828', '2806', '2787', '2720', '2719', '2708', '2678', '2657', '2618', '2598', '2596', '2585', '2519', '2500', '2403', '2363', '2332', '2331', '2325', '2322', '2270', '2268', '2182', '2179', '2155', '2153', '2130', '2120', '2119', '2115', '2113', '2094', '2093', '2092', '2060', '2051', '1993', '1989', '1981', '1978', '1975', '1970', '1962', '1960', '1936', '1919', '1904', '1862', '1852', '1837', '1834', '1805', '1804', '1796', '1782', '1738', '1736', '1688', '1671', '1667', '1656', '1639', '1628', '1620', '1590', '1565', '1551', '1545', '1537', '1531', '1486', '1482', '1466', '1449', '1437', '1435', '1365', '1355', '1291', '1279', '1270', '1244', '1210', '1178', '1161', '1150', '1148', '1095', '1027', '1012', '998', '970', '946', '916', '915', '907', '902', '851', '844', '818', '813', '808', '798', '791', '735', '701', '693', '666', '662', '643', '635', '623', '615', '599', '578', '570', '551', '543', '540', '522', '511', '498', '487', '486', '480', '432', '422', '419', '415', '412', '406', '386', '384', '380', '368', '363', '157', '29', '24', '8', 'Unnamed: 0')",222,341.82826300000124,2642.140625,0.8564231738035264,0.9209079858358438,0.8080808080808081,"[[220  18]
 [ 39 120]]"
"StackingClassifier(estimators=[('e1', RandomForestClassifier(n_jobs=-1)),
                               ('e2', GradientBoostingClassifier()),
                               ('e3',
                                XGBClassifier(base_score=None, booster=None,
                                              colsample_bylevel=None,
                                              colsample_bynode=None,
                                              colsample_bytree=None,
                                              enable_categorical=False,
                                              eval_metric='mlogloss',
                                              gamma=None, gpu_id=None,
                                              importance_type=None,
                                              interaction_constraints=None,
                                              learn...te=None,
                                              max_delta_step=None,
                                              max_depth=None,
                                              min_child_weight=None,
                                              missing=nan,
                                              monotone_constraints=None,
                                              n_estimators=100, n_jobs=None,
                                              num_parallel_tree=None,
                                              predictor=None, random_state=None,
                                              reg_alpha=None, reg_lambda=None,
                                              scale_pos_weight=None,
                                              subsample=None, tree_method=None,
                                              use_label_encoder=False,
                                              validate_parameters=None,
                                              verbosity=None))],
                   n_jobs=-1)","('4298', '4284', '4274', '4267', '4255', '4253', '4223', '4196', '4195', '4169', '4163', '4155', '4147', '4135', '4042', '4029', '4015', '3984', '3902', '3897', '3892', '3890', '3847', '3846', '3845', '3835', '3829', '3806', '3793', '3785', '3721', '3720', '3719', '3680', '3673', '3653', '3611', '3574', '3530', '3430', '3417', '3414', '3411', '3337', '3291', '3267', '3265', '3258', '3255', '3214', '3211', '3201', '3156', '3145', '3143', '3122', '3081', '3066', '3058', '3045', '3043', '3042', '3034', '3027', '3026', '3025', '3021', '2972', '2925', '2920', '2900', '2884', '2876', '2873', '2872', '2828', '2806', '2787', '2720', '2719', '2708', '2678', '2657', '2618', '2598', '2585', '2519', '2500', '2403', '2363', '2332', '2331', '2325', '2270', '2268', '2182', '2179', '2155', '2153', '2120', '2119', '2115', '2113', '2094', '2093', '2092', '2051', '1993', '1989', '1981', '1978', '1975', '1970', '1962', '1960', '1936', '1919', '1904', '1862', '1852', '1837', '1834', '1805', '1804', '1796', '1782', '1738', '1736', '1671', '1667', '1656', '1639', '1628', '1620', '1590', '1551', '1531', '1466', '1437', '1365', '1355', '1291', '1279', '1270', '1244', '1210', '1178', '1161', '1150', '1148', '1095', '1027', '1012', '998', '970', '946', '916', '915', '907', '902', '851', '844', '818', '813', '808', '798', '791', '735', '693', '666', '662', '635', '623', '615', '599', '578', '570', '551', '543', '540', '522', '511', '498', '487', '486', '480', '432', '422', '419', '415', '412', '406', '386', '380', '368', '363', '157', '29', '24', '8', 'Unnamed: 0')",201,337.2732770999992,2694.86328125,0.8564231738035264,0.9132709687648646,0.8093645484949833,"[[219  19]
 [ 38 121]]"
"StackingClassifier(estimators=[('e1', RandomForestClassifier(n_jobs=-1)),
                               ('e2', GradientBoostingClassifier()),
                               ('e3',
                                XGBClassifier(base_score=None, booster=None,
                                              colsample_bylevel=None,
                                              colsample_bynode=None,
                                              colsample_bytree=None,
                                              enable_categorical=False,
                                              eval_metric='mlogloss',
                                              gamma=None, gpu_id=None,
                                              importance_type=None,
                                              interaction_constraints=None,
                                              learn...te=None,
                                              max_delta_step=None,
                                              max_depth=None,
                                              min_child_weight=None,
                                              missing=nan,
                                              monotone_constraints=None,
                                              n_estimators=100, n_jobs=None,
                                              num_parallel_tree=None,
                                              predictor=None, random_state=None,
                                              reg_alpha=None, reg_lambda=None,
                                              scale_pos_weight=None,
                                              subsample=None, tree_method=None,
                                              use_label_encoder=False,
                                              validate_parameters=None,
                                              verbosity=None))],
                   n_jobs=-1)","('4298', '4284', '4274', '4267', '4255', '4253', '4251', '4223', '4196', '4195', '4180', '4169', '4163', '4155', '4147', '4135', '4042', '4029', '4015', '3984', '3902', '3897', '3892', '3890', '3884', '3847', '3846', '3845', '3835', '3829', '3806', '3793', '3785', '3781', '3780', '3721', '3720', '3719', '3680', '3673', '3653', '3611', '3574', '3530', '3451', '3430', '3417', '3414', '3411', '3337', '3291', '3267', '3265', '3258', '3255', '3214', '3211', '3201', '3156', '3145', '3143', '3122', '3107', '3081', '3066', '3058', '3045', '3043', '3042', '3040', '3034', '3027', '3026', '3025', '3021', '2972', '2925', '2920', '2900', '2884', '2876', '2873', '2872', '2828', '2806', '2787', '2720', '2719', '2708', '2678', '2657', '2618', '2598', '2596', '2585', '2519', '2500', '2403', '2332', '2331', '2322', '2270', '2268', '2182', '2179', '2155', '2120', '2119', '2115', '2113', '2093', '2092', '2060', '2051', '1993', '1989', '1981', '1975', '1970', '1936', '1919', '1904', '1862', '1852', '1837', '1834', '1805', '1804', '1796', '1782', '1738', '1736', '1671', '1667', '1656', '1639', '1628', '1620', '1590', '1565', '1551', '1545', '1537', '1531', '1486', '1482', '1466', '1449', '1437', '1435', '1365', '1355', '1291', '1279', '1270', '1244', '1210', '1178', '1161', '1150', '1148', '1095', '1027', '1012', '946', '916', '915', '907', '902', '851', '844', '818', '813', '798', '791', '735', '701', '693', '666', '662', '643', '635', '623', '615', '599', '578', '570', '551', '543', '540', '522', '511', '498', '487', '486', '480', '432', '422', '419', '415', '412', '406', '386', '384', '380', '368', '363', '157', '29', '24', '8', 'Unnamed: 0')",212,345.63063500000044,2600.6796875,0.8564231738035264,0.9220442894138787,0.8093645484949833,"[[219  19]
 [ 38 121]]"
"StackingClassifier(estimators=[('e1', RandomForestClassifier(n_jobs=-1)),
                               ('e2', GradientBoostingClassifier()),
                               ('e3',
                                XGBClassifier(base_score=None, booster=None,
                                              colsample_bylevel=None,
                                              colsample_bynode=None,
                                              colsample_bytree=None,
                                              enable_categorical=False,
                                              eval_metric='mlogloss',
                                              gamma=None, gpu_id=None,
                                              importance_type=None,
                                              interaction_constraints=None,
                                              learn...te=None,
                                              max_delta_step=None,
                                              max_depth=None,
                                              min_child_weight=None,
                                              missing=nan,
                                              monotone_constraints=None,
                                              n_estimators=100, n_jobs=None,
                                              num_parallel_tree=None,
                                              predictor=None, random_state=None,
                                              reg_alpha=None, reg_lambda=None,
                                              scale_pos_weight=None,
                                              subsample=None, tree_method=None,
                                              use_label_encoder=False,
                                              validate_parameters=None,
                                              verbosity=None))],
                   n_jobs=-1)","('4298', '4284', '4274', '4267', '4255', '4253', '4223', '4196', '4195', '4169', '4163', '4155', '4147', '4135', '4042', '4029', '4015', '3984', '3902', '3897', '3892', '3890', '3884', '3847', '3846', '3845', '3835', '3829', '3806', '3793', '3785', '3781', '3780', '3721', '3720', '3719', '3680', '3673', '3653', '3611', '3574', '3530', '3451', '3430', '3417', '3414', '3411', '3337', '3291', '3267', '3265', '3258', '3255', '3214', '3211', '3201', '3156', '3145', '3143', '3122', '3107', '3081', '3066', '3058', '3045', '3043', '3042', '3040', '3034', '3027', '3026', '3025', '3021', '2972', '2925', '2920', '2900', '2884', '2876', '2873', '2872', '2828', '2806', '2787', '2720', '2719', '2708', '2678', '2657', '2618', '2598', '2596', '2585', '2519', '2500', '2403', '2363', '2332', '2331', '2325', '2322', '2270', '2268', '2182', '2179', '2155', '2153', '2130', '2120', '2119', '2115', '2113', '2094', '2093', '2092', '2060', '2051', '1993', '1989', '1981', '1978', '1975', '1970', '1962', '1960', '1936', '1919', '1904', '1862', '1852', '1837', '1834', '1805', '1804', '1796', '1782', '1738', '1736', '1671', '1667', '1656', '1639', '1628', '1620', '1590', '1565', '1551', '1545', '1537', '1531', '1482', '1466', '1449', '1437', '1435', '1365', '1355', '1279', '1270', '1244', '1210', '1178', '1161', '1150', '1148', '1095', '1027', '1012', '946', '916', '915', '907', '902', '851', '844', '818', '813', '808', '798', '791', '735', '693', '666', '662', '635', '623', '615', '599', '578', '570', '551', '543', '540', '522', '511', '498', '487', '486', '480', '432', '422', '419', '415', '412', '406', '386', '380', '368', '363', '157', '29', '24', '8', 'Unnamed: 0')",214,306.7211509999979,2865.53515625,0.8564231738035264,0.9199302362454416,0.8041237113402062,"[[223  15]
 [ 42 117]]"
"StackingClassifier(estimators=[('e1', RandomForestClassifier(n_jobs=-1)),
                               ('e2', GradientBoostingClassifier()),
                               ('e3',
                                XGBClassifier(base_score=None, booster=None,
                                              colsample_bylevel=None,
                                              colsample_bynode=None,
                                              colsample_bytree=None,
                                              enable_categorical=False,
                                              eval_metric='mlogloss',
                                              gamma=None, gpu_id=None,
                                              importance_type=None,
                                              interaction_constraints=None,
                                              learn...te=None,
                                              max_delta_step=None,
                                              max_depth=None,
                                              min_child_weight=None,
                                              missing=nan,
                                              monotone_constraints=None,
                                              n_estimators=100, n_jobs=None,
                                              num_parallel_tree=None,
                                              predictor=None, random_state=None,
                                              reg_alpha=None, reg_lambda=None,
                                              scale_pos_weight=None,
                                              subsample=None, tree_method=None,
                                              use_label_encoder=False,
                                              validate_parameters=None,
                                              verbosity=None))],
                   n_jobs=-1)","('4298', '4284', '4274', '4267', '4255', '4253', '4251', '4223', '4196', '4195', '4180', '4169', '4163', '4155', '4147', '4135', '4042', '4029', '4015', '3984', '3902', '3897', '3892', '3890', '3884', '3847', '3846', '3845', '3835', '3829', '3806', '3793', '3785', '3781', '3780', '3721', '3720', '3719', '3680', '3673', '3653', '3611', '3574', '3530', '3451', '3430', '3417', '3414', '3411', '3337', '3291', '3267', '3265', '3258', '3255', '3214', '3211', '3201', '3156', '3145', '3143', '3122', '3107', '3081', '3066', '3058', '3045', '3043', '3042', '3040', '3034', '3027', '3026', '3025', '3021', '2972', '2925', '2920', '2900', '2884', '2876', '2873', '2872', '2828', '2806', '2787', '2720', '2719', '2708', '2678', '2657', '2618', '2598', '2596', '2585', '2519', '2500', '2403', '2363', '2332', '2331', '2325', '2322', '2270', '2268', '2179', '2155', '2153', '2130', '2120', '2119', '2115', '2113', '2094', '2093', '2092', '2060', '2051', '1993', '1989', '1981', '1978', '1975', '1970', '1962', '1960', '1936', '1919', '1904', '1862', '1852', '1837', '1834', '1805', '1804', '1796', '1782', '1738', '1736', '1671', '1667', '1656', '1639', '1628', '1620', '1590', '1565', '1551', '1545', '1537', '1531', '1486', '1482', '1466', '1449', '1437', '1435', '1365', '1355', '1291', '1279', '1270', '1244', '1210', '1178', '1161', '1150', '1148', '1095', '1027', '1012', '946', '916', '915', '907', '902', '851', '844', '818', '813', '798', '791', '735', '701', '693', '666', '662', '643', '635', '623', '615', '599', '578', '570', '551', '543', '540', '522', '511', '498', '487', '486', '480', '432', '422', '419', '415', '412', '406', '386', '384', '380', '368', '363', '157', '29', '24', '8', 'Unnamed: 0')",219,311.44603519999873,2858.69140625,0.8564231738035264,0.9162174303683739,0.8080808080808081,"[[220  18]
 [ 39 120]]"
